GeneID	Length	36808_FFPE_control	43323_FFPE_control	43917_FFPE_od	44331_FFPE_od	45726_FFPE_control	47198_FFPE_control	50276_FFPE_control	50315_FFPE_control	50416_FFPE_od	51234_FFPE_od	60126_FFPE_control	60126_FF_control	60127_FFPE_od	60127_FF_od	60177_FFPE_od	60459_FF_control	60460_FFPE_control	60460_FF_control	60461_FFPE_od	60461_FF_od	60462_FF_control	60462_FFPE_control	60516_FF_control	60629_FF_control	60631_FF_od	60636_FFPE_od	60636_FF_od	60679_FFPE_od	60679_FF_od	60749_FFPE_od	60749_FF_od	60792_FFPE_od	61478_FFPE_control
ENSCAFG00000021898	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000029282	107	3	0	0	0	1	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ENSCAFG00000002328	1802	12	2	2	8	6	17	6	2	1	3	58	68	38	20	1	28	32	35	22	23	68	6	27	35	0	6	39	25	121	2	0	2	13
ENSCAFG00000002331	1884	0	0	0	0	0	0	0	0	1	0	1	0	2	2	0	0	0	0	0	4	4	5	0	1	0	0	0	0	0	0	0	0	1
ENSCAFG00000002341	2379	74	44	5	105	34	89	44	2	2	8	735	684	206	360	11	635	231	715	95	69	661	23	584	498	2	29	420	70	323	7	7	16	40
ENSCAFG00000041102	2544	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	3	1	0	2	0	0	0	0	0	1	0	0
ENSCAFG00000002345	2714	1	11	6	1	6	0	2	1	7	1	8	7	10	17	1	2	1	1	11	7	32	15	74	4	6	4	100	0	9	5	18	0	0
ENSCAFG00000035998	1217	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002348	3498	14	3	4	10	7	18	3	0	3	2	79	46	64	66	10	17	12	20	9	23	287	23	162	42	18	24	231	5	19	18	31	9	3
ENSCAFG00000028378	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000046553	642	2	2	0	3	1	6	3	0	3	6	67	42	12	168	1	60	7	48	11	243	79	0	65	40	72	4	70	5	109	33	49	1	0
ENSCAFG00000003053	726	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	2	0	2	0	0	3	0	1	1	7	1	5	0	0	2	0	1	3
ENSCAFG00000002413	23984	5913	3613	2678	7153	3933	4568	3356	196	3563	7757	72935	66594	34682	61616	2867	41755	16335	38678	15497	62460	51628	2059	22957	37204	20658	10562	30591	12842	40934	25447	28184	4047	7098
ENSCAFG00000002447	1588	256	228	73	274	182	405	356	15	90	82	4310	3437	1121	2308	113	2443	1310	2721	544	1303	3440	139	1216	1982	688	281	1040	559	1441	433	518	150	514
ENSCAFG00000030049	342	43	25	10	48	11	17	10	2	0	1	1831	1296	172	448	8	372	103	200	8	12	1116	25	286	162	91	14	132	40	240	15	30	0	16
ENSCAFG00000002451	5479	289	208	116	363	157	249	170	20	486	617	3079	2668	2079	3649	119	2040	675	1821	892	4757	3096	154	1570	1812	1516	614	1886	616	2065	1330	1706	168	381
ENSCAFG00000028759	804	17	17	16	11	19	19	19	0	7	9	227	195	34	166	20	106	41	146	64	358	150	5	100	107	108	44	103	28	232	65	114	21	54
ENSCAFG00000002459	2034	69	44	28	53	33	79	66	5	79	99	934	808	296	747	33	449	143	467	159	953	904	39	402	395	360	131	522	113	445	173	259	42	80
ENSCAFG00000023267	1946	30	17	24	50	21	29	58	5	124	145	401	352	304	543	32	217	77	293	161	1201	381	40	265	196	475	82	296	72	279	222	385	58	71
ENSCAFG00000046197	1209	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	4	5	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000046683	432	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	4	0	0	3	0	0	0	1	0	1	0	1	0	0
ENSCAFG00000048288	1610	0	0	0	0	1	1	0	0	0	0	0	2	2	0	0	0	0	0	0	1	6	7	0	2	0	0	0	0	0	0	0	4	0
ENSCAFG00000043976	471	10	12	7	3	0	5	7	0	0	5	20	8	3	13	4	11	8	19	5	11	13	2	12	10	18	3	23	1	14	8	3	5	1
ENSCAFG00000002470	1862	79	36	2	68	11	69	56	5	11	7	1074	828	224	505	17	427	147	394	154	811	791	25	348	327	75	42	261	74	435	260	233	20	76
ENSCAFG00000043791	240	1	1	0	2	0	2	1	1	1	7	12	9	9	18	2	4	4	5	3	47	16	0	7	2	21	5	15	2	5	4	11	0	1
ENSCAFG00000049834	2490	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0
ENSCAFG00000002473	684	0	1	0	0	0	0	1	0	3	2	4	1	0	2	1	1	0	4	2	1	2	2	2	3	3	2	4	1	4	2	1	0	0
ENSCAFG00000002482	3215	14	5	2	18	8	7	5	0	4	0	72	181	180	189	2	132	21	25	29	75	226	7	26	171	3	11	75	2	26	5	1	0	7
ENSCAFG00000031365	107	5	0	0	1	2	2	2	4	8	4	1	0	1	0	2	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000002490	1652	329	204	105	319	174	404	313	33	602	487	1161	1105	873	800	170	477	623	559	491	909	569	54	535	462	544	443	563	323	546	247	371	274	484
ENSCAFG00000002493	9148	429	911	464	763	530	779	470	38	1043	1194	8914	8447	3729	9034	407	2960	1588	2973	1417	9620	10223	426	3770	2770	4389	1162	5649	1201	3739	2363	2765	637	1268
ENSCAFG00000002495	7698	1	1	0	0	6	10	1	0	0	0	3	15	16	17	0	9	6	8	0	13	62	26	12	8	5	2	42	0	14	1	0	0	6
ENSCAFG00000043810	570	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	1	0	3	0	0	2	0	0	1	1	2	3	0	0	0
ENSCAFG00000045367	483	5	0	0	4	0	8	0	0	3	0	44	47	4	29	0	5	3	5	1	21	54	4	16	13	4	0	14	2	6	4	2	0	2
ENSCAFG00000025809	102	0	4	0	0	0	0	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000034258	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	1	1	0
ENSCAFG00000028040	100	11	2	1	3	0	1	0	0	1	2	0	0	1	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000023580	2374	1	0	1	0	0	3	2	0	0	0	3	1	1	2	1	0	0	0	0	0	5	9	0	3	0	0	0	0	1	2	0	0	0
ENSCAFG00000049091	444	0	0	1	0	0	0	0	0	0	1	0	4	5	7	0	3	0	2	0	4	9	3	3	0	1	0	1	1	1	1	0	0	0
ENSCAFG00000022906	106	96	40	54	58	45	26	28	12	53	77	22	18	92	14	29	4	21	0	36	6	16	118	7	1	5	47	7	22	5	15	7	86	28
ENSCAFG00000022225	182	26	0	1	8	3	7	2	0	5	3	0	0	2	2	2	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	11	0
ENSCAFG00000042430	1278	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	8	11	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000043831	180	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002522	270	0	2	0	0	0	0	0	0	2	0	1	0	0	2	0	0	2	0	0	1	1	4	0	0	1	1	0	0	1	0	0	0	1
ENSCAFG00000023431	4572	752	363	84	919	199	572	355	12	392	707	10344	7918	2637	5819	269	6256	1267	7398	1675	9495	8289	160	4153	6085	2481	721	3715	824	4167	1941	2353	290	663
ENSCAFG00000026030	109	0	3	0	2	1	2	1	1	0	3	1	0	2	0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0
ENSCAFG00000048737	3828	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
ENSCAFG00000046474	1073	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000026313	106	3	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0
ENSCAFG00000028656	2042	2	0	11	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000045482	156	21	3	11	10	0	13	11	0	4	20	29	15	14	25	12	40	39	101	18	24	35	2	49	31	113	41	66	13	31	43	22	7	4
ENSCAFG00000002545	1755	209	109	63	306	77	193	158	12	132	253	2737	2705	1301	2676	94	1368	615	1691	433	2350	2596	77	1498	1322	1135	423	1559	291	1357	382	700	130	219
ENSCAFG00000002548	471	0	0	0	1	0	0	3	0	0	1	17	9	3	21	0	9	1	11	1	56	16	3	15	9	36	8	21	10	45	4	11	0	1
ENSCAFG00000002562	3627	55	19	2	37	37	30	23	1	2	4	835	642	113	124	5	426	88	494	41	16	378	38	174	271	0	5	43	17	76	63	34	19	25
ENSCAFG00000002589	3560	62	19	136	44	10	14	0	0	17	981	73	64	65	35	54	11	17	19	1129	2017	52	27	89	36	1211	218	291	228	453	536	267	41	9
ENSCAFG00000046403	1541	0	1	0	0	0	1	0	0	0	1	7	4	1	0	0	0	2	0	6	0	6	5	1	0	1	0	1	0	10	1	0	1	0
ENSCAFG00000002599	5259	227	173	88	291	115	275	167	6	323	360	2710	2300	1345	2225	106	1474	533	1756	650	1568	2254	61	1181	1534	751	451	1167	550	1483	783	1028	182	386
ENSCAFG00000002602	695	76	23	18	69	34	78	59	2	66	50	480	433	246	467	29	191	230	282	121	454	448	39	264	269	211	103	369	104	246	101	116	28	116
ENSCAFG00000002612	1781	219	159	90	225	135	255	219	21	182	212	2042	1481	676	1271	104	934	627	1365	482	1066	1617	91	1147	893	855	324	1316	321	1163	716	743	146	349
ENSCAFG00000049333	126	31	2	6	4	4	5	3	0	5	6	5	1	10	2	6	0	2	0	4	3	2	1	0	0	0	7	2	2	0	5	5	10	3
ENSCAFG00000002616	2958	107	52	58	170	45	93	69	2	139	232	997	818	629	1972	70	788	122	584	467	4680	867	14	521	520	852	319	681	269	1607	678	866	211	200
ENSCAFG00000040730	2180	1	0	0	1	2	0	0	0	0	2	0	0	9	0	0	1	2	2	0	0	5	14	2	0	0	0	0	1	1	3	0	0	0
ENSCAFG00000002619	309	2	4	4	5	0	1	2	0	3	2	30	15	0	28	1	5	3	4	6	29	29	1	8	6	14	3	16	4	12	3	13	0	0
ENSCAFG00000032206	1435	279	228	158	300	243	317	254	16	123	439	3588	3057	1023	1965	201	1110	682	1262	399	3036	2609	219	1459	1078	1512	481	1808	249	735	1056	1039	274	527
ENSCAFG00000020557	80	1	0	1	3	0	0	0	0	2	2	6	0	12	3	2	0	3	0	4	7	4	0	2	0	4	4	1	1	1	8	14	1	0
ENSCAFG00000020585	71	0	0	0	1	0	0	0	0	4	0	10	0	1	4	0	0	2	1	1	4	1	1	4	0	1	9	4	5	4	22	26	0	0
ENSCAFG00000034124	1002	3	5	7	1	3	5	0	4	0	3	1	6	0	2	1	4	0	0	2	0	3	0	1	1	6	0	3	1	0	14	8	10	0
ENSCAFG00000044185	2009	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	3	0	0	0	5	0	0	2	0	0	0	0
ENSCAFG00000045668	1963	181	159	49	157	106	221	123	26	12	7	3290	2124	360	790	49	923	366	843	129	202	925	88	382	849	75	54	317	115	877	210	152	81	96
ENSCAFG00000002640	3691	714	749	335	924	1202	1057	538	34	252	520	9634	7568	2486	6503	337	5160	2301	4331	1455	5495	5357	1232	3001	4387	1730	955	3288	2335	6128	2197	2298	477	1333
ENSCAFG00000044886	3132	0	0	0	0	4	1	0	0	1	1	1	0	3	2	0	0	0	2	0	2	4	6	0	0	1	1	0	0	0	5	3	1	0
ENSCAFG00000042317	1218	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	2	0	2	0	2	0
ENSCAFG00000002645	3877	168	343	23	358	53	397	186	0	5	20	3507	2775	656	799	46	2152	493	2268	282	267	2402	30	1280	2182	12	75	958	160	493	8	4	72	276
ENSCAFG00000027776	99	0	3	0	2	0	1	0	0	0	0	8	11	9	1	0	0	2	2	0	1	1	0	0	1	0	0	2	1	1	0	0	0	0
ENSCAFG00000043440	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000033374	1268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000048220	1285	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000002647	1175	3	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	3	0
ENSCAFG00000029827	1220	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000024700	776	0	4	1	2	0	4	0	0	2	2	8	1	4	2	1	1	15	45	1	9	9	0	16	24	4	10	36	5	12	4	6	0	1
ENSCAFG00000020933	126	16	0	0	2	2	1	0	3	3	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSCAFG00000031623	1935	5	0	0	0	0	0	0	0	0	0	0	1	3	2	0	0	2	0	0	1	9	7	2	1	0	0	2	0	1	0	0	0	0
ENSCAFG00000024087	1629	6	0	5	3	2	5	3	0	7	10	9	7	12	7	8	4	11	5	8	38	18	8	32	7	28	11	69	4	6	8	16	1	7
ENSCAFG00000002655	2272	166	66	48	142	75	108	67	1	99	100	1303	952	460	942	52	1039	238	1199	221	827	1037	56	723	995	525	164	724	130	797	300	340	50	109
ENSCAFG00000002656	2906	855	575	818	1541	606	1012	706	93	2048	3752	10607	9040	6551	29901	1225	8429	2750	12146	6111	90735	15480	318	14917	7456	33279	5406	23097	6145	37780	13882	17767	1772	4301
ENSCAFG00000002658	2275	169	84	38	249	106	169	113	4	65	76	2300	1928	910	1005	66	901	373	1163	187	981	1266	95	330	674	223	136	371	159	464	100	126	53	113
ENSCAFG00000002663	5139	19	23	27	69	49	32	44	2	6	13	493	393	247	369	14	229	157	255	49	131	394	28	321	104	50	65	440	47	276	11	15	12	26
ENSCAFG00000045151	1146	3	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	1	0	0
ENSCAFG00000045636	3663	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	1	0	0	1	4	0	0	1	0	0	0	2	2	0	0	0
ENSCAFG00000044946	1449	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	2	0	0	0	0	1	0	0	0	0	0	1
ENSCAFG00000047408	1368	1	0	0	1	0	0	0	0	1	2	2	5	5	6	0	4	2	7	2	6	12	2	3	1	12	2	4	1	6	3	7	1	0
ENSCAFG00000002667	696	1	1	1	1	1	3	2	0	2	5	7	10	3	6	0	5	2	8	7	10	13	0	1	9	5	2	11	4	9	0	7	3	1
ENSCAFG00000045477	1050	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	1	0	0	0	0	1	0	0	0
ENSCAFG00000002702	10349	142	103	214	179	74	101	101	40	76	21	670	778	359	177	764	427	259	399	146	114	507	83	1049	535	287	221	926	82	381	536	952	160	117
ENSCAFG00000021014	162	252	59	131	76	322	88	67	20	154	113	47	36	120	68	63	8	59	3	70	88	16	69	27	2	8	77	10	52	3	32	23	177	101
ENSCAFG00000002706	207	2	4	1	7	1	4	2	0	0	1	2	6	10	24	4	11	11	22	11	7	17	4	10	4	36	3	0	4	2	2	2	0	0
ENSCAFG00000029155	648	152	87	38	134	68	147	187	12	149	253	2966	2503	743	2253	71	1624	1103	1483	523	1799	2360	83	1448	1427	892	315	1083	216	1551	298	716	43	223
ENSCAFG00000045215	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSCAFG00000002708	1403	494	394	118	569	266	624	602	29	157	365	8134	6724	2034	4795	203	7570	2264	9108	1346	3753	6430	121	4143	5905	1736	711	3674	824	3866	783	1168	152	651
ENSCAFG00000002709	4000	258	138	11	104	5	243	147	2	124	5	6521	5635	736	2109	43	2443	452	2634	252	417	4596	15	1071	2927	26	78	670	175	721	18	27	18	197
ENSCAFG00000044193	1437	3	2	1	1	0	0	2	2	3	8	12	6	10	10	3	0	5	3	6	2	12	11	5	4	5	3	5	1	7	2	5	9	2
ENSCAFG00000002711	3833	614	499	269	775	248	687	418	50	886	861	9484	8432	3412	6685	270	3346	1347	3867	1323	6347	8100	454	3601	3152	2104	959	4341	1067	3395	2033	2518	371	985
ENSCAFG00000027841	106	5	13	1	11	0	9	4	0	28	29	13	17	70	26	5	2	14	2	30	18	8	4	11	2	4	22	9	21	2	23	38	0	16
ENSCAFG00000021749	104	24	11	14	12	17	12	1	0	16	21	2	3	9	1	6	1	3	0	4	1	3	13	0	2	0	7	2	6	0	1	0	11	8
ENSCAFG00000030260	107	22	3	8	12	2	2	2	0	9	4	0	2	2	0	1	0	0	0	0	0	0	3	0	1	0	2	1	2	0	0	0	5	2
ENSCAFG00000002741	3910	206	152	85	432	154	181	91	1	304	342	2011	2009	1843	3369	159	1114	411	993	680	3817	2946	176	1832	869	1588	502	2023	301	1447	1195	1331	97	307
ENSCAFG00000046294	267	0	5	0	2	0	1	1	0	0	1	1	0	5	0	0	4	3	10	2	0	2	1	7	2	10	0	3	3	2	2	0	0	1
ENSCAFG00000002768	2448	0	1	2	2	0	0	0	0	0	1	1	4	8	6	0	2	3	3	0	0	20	22	7	3	1	2	11	2	6	0	0	0	0
ENSCAFG00000041184	749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	0	0	0	0	2	1	0	0	0	0	0
ENSCAFG00000042292	780	23	3	6	16	12	18	3	3	19	37	80	70	48	304	34	109	26	120	25	831	150	3	150	75	586	86	309	69	433	221	328	8	33
ENSCAFG00000046546	816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000022398	107	2	0	0	0	1	1	1	0	0	3	0	0	0	0	1	0	0	0	0	2	2	1	0	0	0	0	0	1	0	0	0	0	0
ENSCAFG00000002782	2061	11	7	0	7	10	10	2	1	0	0	66	49	25	39	0	74	22	134	3	11	70	6	55	57	1	5	55	10	20	1	1	0	1
ENSCAFG00000024581	348	0	1	0	3	0	0	0	0	0	3	2	8	0	7	0	1	2	0	2	11	6	0	2	4	8	1	9	2	4	5	2	0	1
ENSCAFG00000029538	107	3	0	1	5	0	1	1	0	1	6	1	1	1	3	7	1	6	0	0	3	2	1	2	1	1	3	1	2	0	5	0	10	4
ENSCAFG00000046366	854	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	3	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000028070	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000049960	1977	0	1	0	0	0	0	0	0	0	0	1	3	3	2	0	0	0	0	0	2	1	5	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000028155	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000046384	1555	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	1	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002793	995	68	31	8	46	13	48	62	1	72	64	590	426	174	350	16	333	127	432	90	409	459	20	312	289	145	55	270	75	270	76	115	15	63
ENSCAFG00000002804	5950	356	328	176	675	362	413	211	12	859	818	6578	6329	3209	6077	224	2642	889	2121	1084	5053	6970	308	3722	2415	2632	775	4714	659	2456	2447	2753	241	562
ENSCAFG00000021114	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002809	1070	69	79	24	123	32	59	79	0	223	148	1110	890	386	635	60	267	242	236	229	631	1123	54	558	251	296	132	686	138	368	97	116	35	82
ENSCAFG00000049504	3828	0	0	0	0	0	0	0	0	0	0	2	0	3	1	1	0	1	0	1	0	3	0	1	0	0	1	0	0	3	1	0	0	0
ENSCAFG00000002822	2462	110	132	37	174	77	146	67	4	221	199	2010	1674	576	834	45	585	262	735	242	558	1538	91	598	545	276	152	616	187	365	317	385	63	152
ENSCAFG00000002824	1387	164	62	27	105	110	164	141	13	48	69	3375	2559	735	1601	32	939	627	1293	180	1684	2778	85	1161	958	388	111	939	151	719	147	169	30	131
ENSCAFG00000045442	3828	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0
ENSCAFG00000046565	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000033942	1967	0	8	0	3	3	8	0	0	0	1	42	30	5	14	0	16	9	12	1	2	16	8	9	4	0	0	1	0	1	0	0	0	0
ENSCAFG00000030132	2143	218	147	32	141	98	245	232	14	69	65	1779	1480	562	1020	65	834	470	1092	237	576	1459	75	516	694	191	145	601	164	413	115	168	63	181
ENSCAFG00000002842	3443	15	3	11	11	7	15	6	0	174	88	52	45	44	162	22	27	10	27	55	303	32	10	22	21	307	41	81	12	32	83	148	18	43
ENSCAFG00000002848	1603	107	61	13	67	48	56	77	18	114	74	666	561	445	885	36	382	183	517	139	848	656	61	407	318	283	111	410	105	636	235	246	53	108
ENSCAFG00000042284	3828	0	0	0	0	0	0	0	0	1	1	4	0	5	6	0	1	3	1	1	1	9	4	1	1	0	0	2	0	0	5	3	0	0
ENSCAFG00000034005	2922	5	5	0	1	0	0	3	0	0	0	27	20	5	1	0	17	11	8	2	4	22	15	2	1	0	0	4	5	1	1	0	0	0
ENSCAFG00000038544	703	0	0	1	0	8	5	0	0	0	2	4	2	2	0	1	0	0	2	0	0	2	2	0	5	2	1	2	0	0	2	4	0	0
ENSCAFG00000031978	107	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000031894	1373	12	15	10	16	7	8	16	4	11	68	80	81	62	107	71	29	29	14	50	147	51	5	83	40	144	28	69	40	78	136	187	15	38
ENSCAFG00000043317	2358	8	0	0	6	0	7	1	4	2	3	11	3	7	9	0	2	8	5	1	4	9	5	5	2	0	3	9	2	0	1	0	8	1
ENSCAFG00000002862	6144	398	283	177	564	316	265	197	12	827	682	3707	3683	2221	4496	207	1697	644	2086	882	6342	4258	309	1763	1471	2535	651	2594	565	2173	1198	1738	191	546
ENSCAFG00000045685	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002876	2975	13	26	19	64	57	40	33	16	4	76	165	149	61	52	21	182	204	270	64	64	343	11	230	80	108	84	352	51	221	30	36	39	20
ENSCAFG00000002879	2569	43	15	12	37	1	28	21	0	23	30	231	183	111	241	6	185	53	297	98	448	212	12	188	221	144	39	230	61	254	113	139	26	34
ENSCAFG00000044487	2244	0	0	0	0	0	0	0	0	0	0	3	7	1	2	0	2	1	0	0	1	10	8	0	1	0	0	0	0	2	1	6	0	0
ENSCAFG00000045144	1044	0	2	0	1	6	1	2	1	0	1	1	0	0	1	3	0	1	1	0	1	0	2	0	5	0	1	4	0	2	3	0	9	4
ENSCAFG00000002898	8292	305	204	81	436	172	300	183	18	290	310	3535	3081	1718	2956	106	2455	649	2720	645	2092	3590	156	1952	2311	904	413	2215	431	1966	985	1061	130	308
ENSCAFG00000002929	2525	60	31	39	73	53	53	34	4	127	115	653	627	394	1019	64	503	173	554	185	1334	579	27	627	476	826	155	703	119	779	448	670	54	131
ENSCAFG00000030550	1077	26	10	3	17	9	36	18	3	18	12	396	300	93	315	10	299	83	318	66	302	323	11	169	295	136	29	150	42	285	48	96	13	27
ENSCAFG00000002941	2808	153	77	45	197	140	138	104	4	88	117	1104	1033	755	992	93	626	354	675	356	1197	778	72	527	645	1116	251	677	236	772	279	324	104	197
ENSCAFG00000045653	119	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000047013	1252	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	6	0	0	0	0	0	0	1	0	0	0	0
ENSCAFG00000002947	2519	4	8	11	6	7	6	4	0	2	0	55	46	12	47	37	38	13	27	14	70	52	11	28	15	48	14	29	14	99	44	29	5	7
ENSCAFG00000002951	4446	2434	1144	245	1204	1140	3254	2349	141	262	216	15880	12162	5217	8369	467	8392	5324	10550	3021	2621	12998	564	6699	8340	881	790	7724	1876	6043	631	558	531	2353
ENSCAFG00000002967	2638	79	55	28	84	78	104	76	13	136	130	694	554	435	639	37	313	144	377	158	543	991	34	671	252	320	100	832	91	408	134	191	42	88
ENSCAFG00000031854	2677	96	6	10	17	21	62	44	5	1	0	173	142	203	586	15	119	131	80	129	488	141	44	47	79	42	31	47	141	677	13	19	7	53
ENSCAFG00000002979	4862	71	80	39	146	42	63	56	4	431	190	1700	1577	681	1473	49	483	246	467	243	894	1305	66	406	324	408	165	713	182	566	446	494	70	100
ENSCAFG00000046268	2223	0	0	0	0	0	0	0	0	0	0	2	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
ENSCAFG00000035321	1418	2	0	0	0	0	0	0	0	0	0	1	2	3	0	0	1	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	1
ENSCAFG00000030831	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	4	3	0	0	0	0	0	1	0	0	0	0	0
ENSCAFG00000002987	2541	12	8	11	12	7	18	18	8	3	4	21	44	25	7	20	29	26	7	30	9	23	7	69	25	8	23	71	9	30	13	14	19	17
ENSCAFG00000029655	107	61	19	13	16	11	6	6	2	18	23	7	1	9	0	5	0	3	0	4	0	1	25	2	0	2	4	0	15	0	2	0	17	6
ENSCAFG00000048629	486	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000036432	1026	4	0	4	0	7	0	1	0	1	0	2	1	5	0	1	1	0	1	0	3	4	0	0	1	0	1	1	1	2	1	2	0	2
ENSCAFG00000041408	1886	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0
